´úÂë,½»Ò×Ëù,Ãû³Æ,´úÂë2,²úÆ·´úÂë,²úÆ·ÀàÐÍ,½»¸îÄê·Ý,½»¸îÔÂ·Ý,ºÏÔ¼³ËÊý,PriceTick,´´½¨ÈÕ,ÉÏÊÐÈÕ,µ½ÆÚÈÕ,¿ªÊ¼½»¸îÈÕ,½áÊø½»¸îÈÕ,ºÏÔ¼ÖÜÆÚ×´Ì¬,ÊÇ·ñ½»Ò×,³Ö²ÖÀàÐÍ,³Ö²ÖÈÕÆÚÀàÐÍ,±êµÄ´úÂë,Ö´ÐÐ¼Û,ÆÚÈ¨ÀàÐÍ
ag1908,SHFE,°×Òø1908,ag1908,ag,1,2019,8,15,1.0000,20180716,20180816,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
ag1909,SHFE,°×Òø1909,ag1909,ag,1,2019,9,15,1.0000,20180816,20180918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
ag1910,SHFE,°×Òø1910,ag1910,ag,1,2019,10,15,1.0000,20180912,20181016,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
ag1911,SHFE,°×Òø1911,ag1911,ag,1,2019,11,15,1.0000,20181016,20181116,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
ag1912,SHFE,°×Òø1912,ag1912,ag,1,2019,12,15,1.0000,20181115,20181218,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
ag2001,SHFE,°×Òø2001,ag2001,ag,1,2020,1,15,1.0000,20181213,20190116,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
ag2002,SHFE,°×Òø2002,ag2002,ag,1,2020,2,15,1.0000,20190116,20190218,20200217,20200218,20200224,1,1,2,1,,0.0000,0 
ag2003,SHFE,°×Òø2003,ag2003,ag,1,2020,3,15,1.0000,20190213,20190318,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
ag2004,SHFE,°×Òø2004,ag2004,ag,1,2020,4,15,1.0000,20190314,20190416,20200415,20200416,20200422,1,1,2,1,,0.0000,0 
ag2005,SHFE,°×Òø2005,ag2005,ag,1,2020,5,15,1.0000,20190415,20190516,20200515,20200518,20200522,1,1,2,1,,0.0000,0 
ag2006,SHFE,°×Òø2006,ag2006,ag,1,2020,6,15,1.0000,20190516,20190618,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
ag2007,SHFE,°×Òø2007,ag2007,ag,1,2020,7,15,1.0000,20190613,20190716,20200715,20200716,20200722,1,1,2,1,,0.0000,0 
agefp,SHFE,agefp,agefp,agefp,5,2037,12,15,1.0000,20120201,20120510,20371231,20371231,20371231,1,1,2,1,ag,0.0000,0 
al1908,SHFE,ÂÁ1908,al1908,al,1,2019,8,5,5.0000,20180716,20180816,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
al1909,SHFE,ÂÁ1909,al1909,al,1,2019,9,5,5.0000,20180816,20180918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
al1910,SHFE,ÂÁ1910,al1910,al,1,2019,10,5,5.0000,20180912,20181016,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
al1911,SHFE,ÂÁ1911,al1911,al,1,2019,11,5,5.0000,20181016,20181116,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
al1912,SHFE,ÂÁ1912,al1912,al,1,2019,12,5,5.0000,20181115,20181218,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
al2001,SHFE,ÂÁ2001,al2001,al,1,2020,1,5,5.0000,20181213,20190116,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
al2002,SHFE,ÂÁ2002,al2002,al,1,2020,2,5,5.0000,20190116,20190218,20200217,20200218,20200224,1,1,2,1,,0.0000,0 
al2003,SHFE,ÂÁ2003,al2003,al,1,2020,3,5,5.0000,20190213,20190318,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
al2004,SHFE,ÂÁ2004,al2004,al,1,2020,4,5,5.0000,20190314,20190416,20200415,20200416,20200422,1,1,2,1,,0.0000,0 
al2005,SHFE,ÂÁ2005,al2005,al,1,2020,5,5,5.0000,20190415,20190516,20200515,20200518,20200522,1,1,2,1,,0.0000,0 
al2006,SHFE,ÂÁ2006,al2006,al,1,2020,6,5,5.0000,20190516,20190618,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
al2007,SHFE,ÂÁ2007,al2007,al,1,2020,7,5,5.0000,20190613,20190716,20200715,20200716,20200722,1,1,2,1,,0.0000,0 
alefp,SHFE,alefp,alefp,alefp,5,2037,12,5,5.0000,20060724,20060724,20371231,20371231,20371231,1,1,2,1,al,0.0000,0 
au1908,SHFE,»Æ½ð1908,au1908,au,1,2019,8,1000,0.0500,20180613,20180717,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
au1909,SHFE,»Æ½ð1909,au1909,au,1,2019,9,1000,0.0500,20190516,20190618,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
au1910,SHFE,»Æ½ð1910,au1910,au,1,2019,10,1000,0.0500,20180816,20180918,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
au1912,SHFE,»Æ½ð1912,au1912,au,1,2019,12,1000,0.0500,20181016,20181116,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
au2002,SHFE,»Æ½ð2002,au2002,au,1,2020,2,1000,0.0500,20181213,20190116,20200217,20200218,20200224,1,1,2,1,,0.0000,0 
au2004,SHFE,»Æ½ð2004,au2004,au,1,2020,4,1000,0.0500,20190213,20190318,20200415,20200416,20200422,1,1,2,1,,0.0000,0 
au2006,SHFE,»Æ½ð2006,au2006,au,1,2020,6,1000,0.0500,20190415,20190516,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
au2008,SHFE,»Æ½ð2008,au2008,au,1,2020,8,1000,0.0500,20190613,20190716,20200817,20200818,20200824,1,1,2,1,,0.0000,0 
auefp,SHFE,auefp,auefp,auefp,5,2037,12,1000,0.0500,20071228,20080109,20371231,20371231,20371231,1,1,2,1,au,0.0000,0 
bu1908,SHFE,Ê¯ÓÍÁ¤Çà1908,bu1908,bu,1,2019,8,10,2.0000,20190116,20190218,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
bu1909,SHFE,Ê¯ÓÍÁ¤Çà1909,bu1909,bu,1,2019,9,10,2.0000,20170816,20170918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
bu1910,SHFE,Ê¯ÓÍÁ¤Çà1910,bu1910,bu,1,2019,10,10,2.0000,20190314,20190416,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
bu1911,SHFE,Ê¯ÓÍÁ¤Çà1911,bu1911,bu,1,2019,11,10,2.0000,20190415,20190516,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
bu1912,SHFE,Ê¯ÓÍÁ¤Çà1912,bu1912,bu,1,2019,12,10,2.0000,20171115,20171218,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
bu2001,SHFE,Ê¯ÓÍÁ¤Çà2001,bu2001,bu,1,2020,1,10,2.0000,20190613,20190716,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
bu2003,SHFE,Ê¯ÓÍÁ¤Çà2003,bu2003,bu,1,2020,3,10,2.0000,20180206,20180316,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
bu2006,SHFE,Ê¯ÓÍÁ¤Çà2006,bu2006,bu,1,2020,6,10,2.0000,20180516,20180619,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
bu2009,SHFE,Ê¯ÓÍÁ¤Çà2009,bu2009,bu,1,2020,9,10,2.0000,20180816,20180918,20200915,20200916,20200922,1,1,2,1,,0.0000,0 
bu2012,SHFE,Ê¯ÓÍÁ¤Çà2012,bu2012,bu,1,2020,12,10,2.0000,20181115,20181218,20201215,20201216,20201222,1,1,2,1,,0.0000,0 
bu2103,SHFE,Ê¯ÓÍÁ¤Çà2103,bu2103,bu,1,2021,3,10,2.0000,20190213,20190318,20210315,20210316,20210322,1,1,2,1,,0.0000,0 
bu2106,SHFE,Ê¯ÓÍÁ¤Çà2106,bu2106,bu,1,2021,6,10,2.0000,20190516,20190618,20210615,20210616,20210622,1,1,2,1,,0.0000,0 
buefp,SHFE,buefp,buefp,buefp,5,2037,12,10,2.0000,20130924,20131009,20371231,20371231,20371231,1,1,2,1,bu,0.0000,0 
cu1908,SHFE,Í­1908,cu1908,cu,1,2019,8,5,10.0000,20180716,20180816,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
cu1909,SHFE,Í­1909,cu1909,cu,1,2019,9,5,10.0000,20180816,20180918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
cu1909C43000,SHFE,cu1909C43000,cu1909C43000,cu_o,2,2019,8,5,1.0000,20190604,20190604,20190826,20190826,20190826,1,1,2,1,cu1909,43000.0000,1 
cu1909C44000,SHFE,cu1909C44000,cu1909C44000,cu_o,2,2019,8,5,1.0000,20190104,20190104,20190826,20190826,20190826,1,1,2,1,cu1909,44000.0000,1 
cu1909C45000,SHFE,cu1909C45000,cu1909C45000,cu_o,2,2019,8,5,1.0000,20181221,20181221,20190826,20190826,20190826,1,1,2,1,cu1909,45000.0000,1 
cu1909C46000,SHFE,cu1909C46000,cu1909C46000,cu_o,2,2019,8,5,1.0000,20180928,20180928,20190826,20190826,20190826,1,1,2,1,cu1909,46000.0000,1 
cu1909C47000,SHFE,cu1909C47000,cu1909C47000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,47000.0000,1 
cu1909C48000,SHFE,cu1909C48000,cu1909C48000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,48000.0000,1 
cu1909C49000,SHFE,cu1909C49000,cu1909C49000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,49000.0000,1 
cu1909C50000,SHFE,cu1909C50000,cu1909C50000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,50000.0000,1 
cu1909C51000,SHFE,cu1909C51000,cu1909C51000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,51000.0000,1 
cu1909C52000,SHFE,cu1909C52000,cu1909C52000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,52000.0000,1 
cu1909C53000,SHFE,cu1909C53000,cu1909C53000,cu_o,2,2019,8,5,1.0000,20180925,20180925,20190826,20190826,20190826,1,1,2,1,cu1909,53000.0000,1 
cu1909C54000,SHFE,cu1909C54000,cu1909C54000,cu_o,2,2019,8,5,1.0000,20180928,20180928,20190826,20190826,20190826,1,1,2,1,cu1909,54000.0000,1 
cu1909P43000,SHFE,cu1909P43000,cu1909P43000,cu_o,2,2019,8,5,1.0000,20190604,20190604,20190826,20190826,20190826,1,1,2,1,cu1909,43000.0000,2 
cu1909P44000,SHFE,cu1909P44000,cu1909P44000,cu_o,2,2019,8,5,1.0000,20190104,20190104,20190826,20190826,20190826,1,1,2,1,cu1909,44000.0000,2 
cu1909P45000,SHFE,cu1909P45000,cu1909P45000,cu_o,2,2019,8,5,1.0000,20181221,20181221,20190826,20190826,20190826,1,1,2,1,cu1909,45000.0000,2 
cu1909P46000,SHFE,cu1909P46000,cu1909P46000,cu_o,2,2019,8,5,1.0000,20180928,20180928,20190826,20190826,20190826,1,1,2,1,cu1909,46000.0000,2 
cu1909P47000,SHFE,cu1909P47000,cu1909P47000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,47000.0000,2 
cu1909P48000,SHFE,cu1909P48000,cu1909P48000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,48000.0000,2 
cu1909P49000,SHFE,cu1909P49000,cu1909P49000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,49000.0000,2 
cu1909P50000,SHFE,cu1909P50000,cu1909P50000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,50000.0000,2 
cu1909P51000,SHFE,cu1909P51000,cu1909P51000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,51000.0000,2 
cu1909P52000,SHFE,cu1909P52000,cu1909P52000,cu_o,2,2019,8,5,1.0000,20180921,20180921,20190826,20190826,20190826,1,1,2,1,cu1909,52000.0000,2 
cu1909P53000,SHFE,cu1909P53000,cu1909P53000,cu_o,2,2019,8,5,1.0000,20180925,20180925,20190826,20190826,20190826,1,1,2,1,cu1909,53000.0000,2 
cu1909P54000,SHFE,cu1909P54000,cu1909P54000,cu_o,2,2019,8,5,1.0000,20180928,20180928,20190826,20190826,20190826,1,1,2,1,cu1909,54000.0000,2 
cu1910,SHFE,Í­1910,cu1910,cu,1,2019,10,5,10.0000,20180912,20181016,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
cu1910C43000,SHFE,cu1910C43000,cu1910C43000,cu_o,2,2019,9,5,1.0000,20190604,20190604,20190924,20190924,20190924,1,1,2,1,cu1910,43000.0000,1 
cu1910C44000,SHFE,cu1910C44000,cu1910C44000,cu_o,2,2019,9,5,1.0000,20190104,20190104,20190924,20190924,20190924,1,1,2,1,cu1910,44000.0000,1 
cu1910C45000,SHFE,cu1910C45000,cu1910C45000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,45000.0000,1 
cu1910C46000,SHFE,cu1910C46000,cu1910C46000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,46000.0000,1 
cu1910C47000,SHFE,cu1910C47000,cu1910C47000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,47000.0000,1 
cu1910C48000,SHFE,cu1910C48000,cu1910C48000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,48000.0000,1 
cu1910C49000,SHFE,cu1910C49000,cu1910C49000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,49000.0000,1 
cu1910C50000,SHFE,cu1910C50000,cu1910C50000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,50000.0000,1 
cu1910C51000,SHFE,cu1910C51000,cu1910C51000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,51000.0000,1 
cu1910C52000,SHFE,cu1910C52000,cu1910C52000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,52000.0000,1 
cu1910C53000,SHFE,cu1910C53000,cu1910C53000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,53000.0000,1 
cu1910C54000,SHFE,cu1910C54000,cu1910C54000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,54000.0000,1 
cu1910C55000,SHFE,cu1910C55000,cu1910C55000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,55000.0000,1 
cu1910C56000,SHFE,cu1910C56000,cu1910C56000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,56000.0000,1 
cu1910P43000,SHFE,cu1910P43000,cu1910P43000,cu_o,2,2019,9,5,1.0000,20190604,20190604,20190924,20190924,20190924,1,1,2,1,cu1910,43000.0000,2 
cu1910P44000,SHFE,cu1910P44000,cu1910P44000,cu_o,2,2019,9,5,1.0000,20190104,20190104,20190924,20190924,20190924,1,1,2,1,cu1910,44000.0000,2 
cu1910P45000,SHFE,cu1910P45000,cu1910P45000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,45000.0000,2 
cu1910P46000,SHFE,cu1910P46000,cu1910P46000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,46000.0000,2 
cu1910P47000,SHFE,cu1910P47000,cu1910P47000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,47000.0000,2 
cu1910P48000,SHFE,cu1910P48000,cu1910P48000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,48000.0000,2 
cu1910P49000,SHFE,cu1910P49000,cu1910P49000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,49000.0000,2 
cu1910P50000,SHFE,cu1910P50000,cu1910P50000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,50000.0000,2 
cu1910P51000,SHFE,cu1910P51000,cu1910P51000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,51000.0000,2 
cu1910P52000,SHFE,cu1910P52000,cu1910P52000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,52000.0000,2 
cu1910P53000,SHFE,cu1910P53000,cu1910P53000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,53000.0000,2 
cu1910P54000,SHFE,cu1910P54000,cu1910P54000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,54000.0000,2 
cu1910P55000,SHFE,cu1910P55000,cu1910P55000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,55000.0000,2 
cu1910P56000,SHFE,cu1910P56000,cu1910P56000,cu_o,2,2019,9,5,1.0000,20181016,20181016,20190924,20190924,20190924,1,1,2,1,cu1910,56000.0000,2 
cu1911,SHFE,Í­1911,cu1911,cu,1,2019,11,5,10.0000,20181016,20181116,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
cu1911C43000,SHFE,cu1911C43000,cu1911C43000,cu_o,2,2019,10,5,1.0000,20190610,20190610,20191025,20191025,20191025,1,1,2,1,cu1911,43000.0000,1 
cu1911C44000,SHFE,cu1911C44000,cu1911C44000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,44000.0000,1 
cu1911C45000,SHFE,cu1911C45000,cu1911C45000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,45000.0000,1 
cu1911C46000,SHFE,cu1911C46000,cu1911C46000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,46000.0000,1 
cu1911C47000,SHFE,cu1911C47000,cu1911C47000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,47000.0000,1 
cu1911C48000,SHFE,cu1911C48000,cu1911C48000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,48000.0000,1 
cu1911C49000,SHFE,cu1911C49000,cu1911C49000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,49000.0000,1 
cu1911C50000,SHFE,cu1911C50000,cu1911C50000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,50000.0000,1 
cu1911C51000,SHFE,cu1911C51000,cu1911C51000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,51000.0000,1 
cu1911C52000,SHFE,cu1911C52000,cu1911C52000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,52000.0000,1 
cu1911C53000,SHFE,cu1911C53000,cu1911C53000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,53000.0000,1 
cu1911C54000,SHFE,cu1911C54000,cu1911C54000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,54000.0000,1 
cu1911C55000,SHFE,cu1911C55000,cu1911C55000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,55000.0000,1 
cu1911P43000,SHFE,cu1911P43000,cu1911P43000,cu_o,2,2019,10,5,1.0000,20190610,20190610,20191025,20191025,20191025,1,1,2,1,cu1911,43000.0000,2 
cu1911P44000,SHFE,cu1911P44000,cu1911P44000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,44000.0000,2 
cu1911P45000,SHFE,cu1911P45000,cu1911P45000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,45000.0000,2 
cu1911P46000,SHFE,cu1911P46000,cu1911P46000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,46000.0000,2 
cu1911P47000,SHFE,cu1911P47000,cu1911P47000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,47000.0000,2 
cu1911P48000,SHFE,cu1911P48000,cu1911P48000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,48000.0000,2 
cu1911P49000,SHFE,cu1911P49000,cu1911P49000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,49000.0000,2 
cu1911P50000,SHFE,cu1911P50000,cu1911P50000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,50000.0000,2 
cu1911P51000,SHFE,cu1911P51000,cu1911P51000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,51000.0000,2 
cu1911P52000,SHFE,cu1911P52000,cu1911P52000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,52000.0000,2 
cu1911P53000,SHFE,cu1911P53000,cu1911P53000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,53000.0000,2 
cu1911P54000,SHFE,cu1911P54000,cu1911P54000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,54000.0000,2 
cu1911P55000,SHFE,cu1911P55000,cu1911P55000,cu_o,2,2019,10,5,1.0000,20181116,20181116,20191025,20191025,20191025,1,1,2,1,cu1911,55000.0000,2 
cu1912,SHFE,Í­1912,cu1912,cu,1,2019,12,5,10.0000,20181115,20181218,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
cu1912C43000,SHFE,cu1912C43000,cu1912C43000,cu_o,2,2019,11,5,1.0000,20190610,20190610,20191125,20191125,20191125,1,1,2,1,cu1912,43000.0000,1 
cu1912C44000,SHFE,cu1912C44000,cu1912C44000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,44000.0000,1 
cu1912C45000,SHFE,cu1912C45000,cu1912C45000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,45000.0000,1 
cu1912C46000,SHFE,cu1912C46000,cu1912C46000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,46000.0000,1 
cu1912C47000,SHFE,cu1912C47000,cu1912C47000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,47000.0000,1 
cu1912C48000,SHFE,cu1912C48000,cu1912C48000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,48000.0000,1 
cu1912C49000,SHFE,cu1912C49000,cu1912C49000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,49000.0000,1 
cu1912C50000,SHFE,cu1912C50000,cu1912C50000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,50000.0000,1 
cu1912C51000,SHFE,cu1912C51000,cu1912C51000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,51000.0000,1 
cu1912C52000,SHFE,cu1912C52000,cu1912C52000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,52000.0000,1 
cu1912C53000,SHFE,cu1912C53000,cu1912C53000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,53000.0000,1 
cu1912C54000,SHFE,cu1912C54000,cu1912C54000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,54000.0000,1 
cu1912C55000,SHFE,cu1912C55000,cu1912C55000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,55000.0000,1 
cu1912P43000,SHFE,cu1912P43000,cu1912P43000,cu_o,2,2019,11,5,1.0000,20190610,20190610,20191125,20191125,20191125,1,1,2,1,cu1912,43000.0000,2 
cu1912P44000,SHFE,cu1912P44000,cu1912P44000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,44000.0000,2 
cu1912P45000,SHFE,cu1912P45000,cu1912P45000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,45000.0000,2 
cu1912P46000,SHFE,cu1912P46000,cu1912P46000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,46000.0000,2 
cu1912P47000,SHFE,cu1912P47000,cu1912P47000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,47000.0000,2 
cu1912P48000,SHFE,cu1912P48000,cu1912P48000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,48000.0000,2 
cu1912P49000,SHFE,cu1912P49000,cu1912P49000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,49000.0000,2 
cu1912P50000,SHFE,cu1912P50000,cu1912P50000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,50000.0000,2 
cu1912P51000,SHFE,cu1912P51000,cu1912P51000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,51000.0000,2 
cu1912P52000,SHFE,cu1912P52000,cu1912P52000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,52000.0000,2 
cu1912P53000,SHFE,cu1912P53000,cu1912P53000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,53000.0000,2 
cu1912P54000,SHFE,cu1912P54000,cu1912P54000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,54000.0000,2 
cu1912P55000,SHFE,cu1912P55000,cu1912P55000,cu_o,2,2019,11,5,1.0000,20181218,20181218,20191125,20191125,20191125,1,1,2,1,cu1912,55000.0000,2 
cu2001,SHFE,Í­2001,cu2001,cu,1,2020,1,5,10.0000,20181213,20190116,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
